frame,shoulder_x,shoulder_y,elbow_x,elbow_y,wrist_x,wrist_y,hip_x,hip_y,knee_x,knee_y,ankle_x,ankle_y,elbow_angle,shoulder_angle,hip_angle,knee_angle
1,0.6319620609283447,0.43460243940353394,0.6387811303138733,0.6466075778007507,0.649769127368927,0.8375479578971863,0.4267067611217499,0.5079880356788635,0.2674296498298645,0.6450739502906799,0.09153049439191818,0.7315932512283325,177.43135919710107,81.90149269068351,165.5381906782239,169.6324825301859
2,0.6326627135276794,0.44914817810058594,0.6384369730949402,0.6465628743171692,0.6486895084381104,0.8217462301254272,0.42785927653312683,0.5256780385971069,0.26661425828933716,0.6478192806243896,0.09140806645154953,0.7319686412811279,177.03674283199106,81.10632203679138,168.7920792183222,172.03997756005302
3,0.6342926025390625,0.46441012620925903,0.6367656588554382,0.6504108905792236,0.6487282514572144,0.8208364248275757,0.4297460615634918,0.5497499704360962,0.26581382751464844,0.6545938849449158,0.09145195037126541,0.7319815754890442,174.24108192989837,78.14670648847878,173.42113564032562,174.23149879207432
4,0.6347039341926575,0.4638785719871521,0.632459282875061,0.6503737568855286,0.6489156484603882,0.8218953013420105,0.4298398196697235,0.5483793020248413,0.26527902483940125,0.658480167388916,0.0914013609290123,0.7319742441177368,169.09464623621795,75.71181609829219,172.43878753681065,172.75048070319525
5,0.6331251263618469,0.46324586868286133,0.6257695555686951,0.6404582262039185,0.6491156220436096,0.8224886655807495,0.42975303530693054,0.5501507520675659,0.2653668224811554,0.6635714769363403,0.09137973934412003,0.7327942252159119,162.93553500429667,72.26414104858756,172.30413332413417,171.40326784655923
6,0.6331369280815125,0.4745695888996124,0.6241694688796997,0.6401492953300476,0.6466513872146606,0.8194183707237244,0.42868146300315857,0.561601996421814,0.2626216411590576,0.6714537143707275,0.09103115648031235,0.7337746620178223,161.93198578985175,71.0348340209028,173.0551774715094,171.136046548902
7,0.6330093741416931,0.49056217074394226,0.6189625859260559,0.642855703830719,0.6451306939125061,0.8128747344017029,0.42904818058013916,0.5782537460327148,0.26268693804740906,0.6796448230743408,0.09102953225374222,0.7361057996749878,155.38502793665367,67.09237638991496,174.6726160896053,171.55918256212362
8,0.6332927942276001,0.5110347867012024,0.6167557835578918,0.6496034860610962,0.6449514031410217,0.8131203651428223,0.43205568194389343,0.5949121713638306,0.2647174000740051,0.6870909333229065,0.09153847396373749,0.7371311783790588,150.97884103297972,64.8266339767001,175.97910983725814,172.01599949726105
9,0.6336367726325989,0.531087338924408,0.6095607876777649,0.6513486504554749,0.6448794007301331,0.8041470646858215,0.43453603982925415,0.6228294372558594,0.2657274901866913,0.6993827819824219,0.09150983393192291,0.7371106743812561,138.07006624296287,55.878298765472785,179.77961664186697,172.63478597280582
10,0.6341699957847595,0.5543605089187622,0.608477771282196,0.6628258228302002,0.6442798972129822,0.797480583190918,0.4355200529098511,0.6381102204322815,0.26747554540634155,0.7098242044448853,0.09150852262973785,0.7383660674095154,131.86486628472156,53.82283149342566,179.84261221436572,171.7146404080557
11,0.6353016495704651,0.5719637870788574,0.6033286452293396,0.6664461493492126,0.6453226804733276,0.7996973395347595,0.43771275877952576,0.6597704291343689,0.26796916127204895,0.7222334146499634,0.09125696122646332,0.7400798797607422,119.70833602801576,44.93413771878077,177.6599592787141,171.55678549110743
12,0.6402276158332825,0.5905454754829407,0.6025334000587463,0.6629390716552734,0.6451436281204224,0.8002951741218567,0.43805256485939026,0.6687975525856018,0.2696588635444641,0.7288179993629456,0.0916314646601677,0.7399112582206726,108.33415131341867,34.92821704809389,179.05445599571425,170.67042051980206
13,0.6483513116836548,0.6190842986106873,0.5974305868148804,0.6623439788818359,0.6456360220909119,0.8017228841781616,0.4406464695930481,0.7001872658729553,0.2704203724861145,0.7495323419570923,0.0921608954668045,0.7464330792427063,83.95610599008805,13.154036164199427,176.8732157695784,170.1786866357134
14,0.6495813131332397,0.6378326416015625,0.5993297696113586,0.6619715094566345,0.646350622177124,0.8024933934211731,0.44403666257858276,0.6987943649291992,0.27449309825897217,0.7490302324295044,0.09344054758548737,0.7460837364196777,74.37315358234963,5.648995151517584,179.99104334795248,170.0130550113148
15,0.6507447361946106,0.6359548568725586,0.5993908643722534,0.6594045758247375,0.6498109698295593,0.8052734136581421,0.44775107502937317,0.6958514451980591,0.277486115694046,0.7452625036239624,0.09365169703960419,0.7467008829116821,72.83473122391868,4.981520805872798,179.84733294699225,170.98108661184705
16,0.6531562805175781,0.6556766033172607,0.6005193591117859,0.6583122611045837,0.6545168161392212,0.8126614689826965,0.44989052414894104,0.7246676087379456,0.2791764438152313,0.754695475101471,0.09670014679431915,0.7493014931678772,59.73434285907776,9.195467200515727,174.84171067816172,173.39687628041742
17,0.6571372151374817,0.6638768911361694,0.6008592247962952,0.654723584651947,0.6552051305770874,0.8137576580047607,0.453025221824646,0.733563244342804,0.28128018975257874,0.7610596418380737,0.10004348307847977,0.74979567527771,53.49356212872774,16.098279303613428,174.2749837797879,172.85180721408952
18,0.6685836911201477,0.6807692050933838,0.6026670932769775,0.65116286277771,0.654868483543396,0.8177348375320435,0.45501989126205444,0.7424494028091431,0.28247684240341187,0.7702648639678955,0.10352931171655655,0.7537351846694946,46.69760563374565,23.406375526301044,175.95387590406565,171.84423212374213
19,0.6729873418807983,0.688231885433197,0.6049012541770935,0.6489959359169006,0.6555117964744568,0.8239632844924927,0.45509621500968933,0.7484149932861328,0.28404700756073,0.779666543006897,0.10466178506612778,0.7587151527404785,44.82600563985613,26.79143268716583,177.0365346749295,170.37343633952494
20,0.6724516749382019,0.6890121102333069,0.6099873185157776,0.6490323543548584,0.6556857824325562,0.8257235884666443,0.45893344283103943,0.7531405687332153,0.2869082987308502,0.7846131920814514,0.11171121150255203,0.764931321144104,45.50722430571116,29.389183827228678,176.28657052890924,170.50846840207709
21,0.6794613599777222,0.6902590990066528,0.61344975233078,0.6412897706031799,0.6555269360542297,0.8260120153427124,0.4662795066833496,0.7547280192375183,0.29177528619766235,0.7862058281898499,0.11217442899942398,0.7640224695205688,45.30460644045498,32.303759576914175,176.13973757023172,170.23189215748278
22,0.6784085035324097,0.6879030466079712,0.6136530637741089,0.6412560939788818,0.6597734689712524,0.8263261914253235,0.4726320505142212,0.7516433000564575,0.29620105028152466,0.7877330780029297,0.11314043402671814,0.7632794976234436,44.04736572835378,31.941624245215824,176.67987319874138,169.13918016075957
23,0.6802161931991577,0.6805055737495422,0.6171510815620422,0.6298953890800476,0.6591933965682983,0.8261680603027344,0.47379058599472046,0.7530782222747803,0.29928770661354065,0.7870891690254211,0.11350235342979431,0.7645223736763,44.85794779370474,35.481206961395294,175.07017429317406,169.83484521622003
24,0.678485095500946,0.6770760416984558,0.6168246865272522,0.6380337476730347,0.6590097546577454,0.8272881507873535,0.47185978293418884,0.7516357898712158,0.3000059127807617,0.7852720022201538,0.11282159388065338,0.7639665007591248,48.77897763332637,31.07788849738478,174.80895512592744,170.05396274480646
25,0.6779165863990784,0.6715185046195984,0.611399233341217,0.6415671706199646,0.6582874655723572,0.8271827697753906,0.47046729922294617,0.747984766960144,0.2986656129360199,0.7870426774024963,0.11338090151548386,0.763698935508728,51.60287890851344,25.926733376981286,175.57379391404035,168.6588535621647
26,0.6697683930397034,0.6566034555435181,0.6107133030891418,0.6433839797973633,0.6588714718818665,0.8260095119476318,0.4681376814842224,0.7449901700019836,0.29810333251953125,0.7868114709854126,0.11300322413444519,0.7639589905738831,57.70623903093448,21.02817838819744,174.02542785280437,168.15045278517218
27,0.6635681986808777,0.6360238194465637,0.6072739958763123,0.6474255323410034,0.6578440070152283,0.8258263468742371,0.46279478073120117,0.7335525155067444,0.2969655394554138,0.7860706448554993,0.11216876655817032,0.7626798152923584,69.75445704288576,8.783060784319877,174.81831667934222,165.82654672640982
28,0.6617246866226196,0.6164602041244507,0.6031744480133057,0.6488457918167114,0.6555436253547668,0.8204324245452881,0.4614278972148895,0.7326638698577881,0.294636607170105,0.7853368520736694,0.11196143925189972,0.7618544697761536,78.79892169039734,0.7908747557077007,171.9993613149451,165.7914042651518
29,0.6572057008743286,0.5994881987571716,0.5985796451568604,0.6500056385993958,0.6520317792892456,0.8150814771652222,0.45785969495773315,0.7291450500488281,0.2926992177963257,0.784710705280304,0.11070438474416733,0.760736882686615,85.93256545416023,5.764115290176085,170.62081092433812,165.04612531468214
30,0.6481538414955139,0.5821424722671509,0.5971917510032654,0.6540361046791077,0.650844395160675,0.8151136636734009,0.45421698689460754,0.7138992547988892,0.2920205891132355,0.7824589014053345,0.11010242253541946,0.7606369853019714,97.8012049362356,17.518793620221988,172.46023518919716,162.7652013230957
31,0.6431719660758972,0.5552940964698792,0.597894012928009,0.6562938690185547,0.6508851647377014,0.817636251449585,0.45279818773269653,0.6963071227073669,0.2919756770133972,0.7727541923522949,0.10939660668373108,0.7595909237861633,111.16577944239283,28.826881047495295,172.35061535905913,162.70787248052704
32,0.6403297781944275,0.5389599800109863,0.5985303521156311,0.6588757038116455,0.6508419513702393,0.8176894187927246,0.45113033056259155,0.6938823461532593,0.28940075635910034,0.7650903463363647,0.10716697573661804,0.7584052681922913,117.86162876367797,33.48364699656698,169.1797345092637,164.90770770440432
33,0.6377030611038208,0.5106436014175415,0.6007357239723206,0.6553451418876648,0.6504755616188049,0.818690836429596,0.45004892349243164,0.6820658445358276,0.2862648367881775,0.7596320509910583,0.10469497740268707,0.7537950873374939,127.14499713623498,38.377567772104676,167.72068827641772,164.04724877202563
34,0.6342431902885437,0.5036059617996216,0.6064842939376831,0.6565326452255249,0.6494565606117249,0.8194370269775391,0.44957271218299866,0.673201322555542,0.28206607699394226,0.750667929649353,0.10210850089788437,0.7538132071495056,136.99065352117742,44.79515970811664,167.26161340074916,165.98161209067834
35,0.6314550042152405,0.4921707808971405,0.6194096803665161,0.6639572978019714,0.6531211137771606,0.8295435905456543,0.44900378584861755,0.6710245013237,0.28110215067863464,0.7404019832611084,0.1002669632434845,0.7524763345718384,152.9975414627111,54.02176194056812,164.21202057019548,169.0661567835231
36,0.6261921525001526,0.47080960869789124,0.6261598467826843,0.6556341052055359,0.653921365737915,0.8292725682258606,0.4483075439929962,0.6554404497146606,0.28125524520874023,0.7343602776527405,0.10034894943237305,0.7509669661521912,164.11528747174205,59.70441663133974,164.60403339090064,168.07408218794657
37,0.6230567097663879,0.4545830488204956,0.6298242211341858,0.6402947306632996,0.6533180475234985,0.8294501900672913,0.44793900847435,0.6361218690872192,0.2814732789993286,0.7274150252342224,0.09857454150915146,0.7494037747383118,171.2551650299956,63.459116558631784,166.89672964175497,166.72450321293633
38,0.6216563582420349,0.4424949586391449,0.6316357254981995,0.6275448799133301,0.652974545955658,0.8294112682342529,0.447685182094574,0.6206074357032776,0.2801651060581207,0.7182938456535339,0.09625812619924545,0.7483733892440796,174.83316013795633,65.53910901181612,168.22290266166053,167.09639352204604
39,0.6215888857841492,0.4384410083293915,0.6342669129371643,0.6215662360191345,0.6525285243988037,0.8290386199951172,0.44660893082618713,0.6192936897277832,0.2778092920780182,0.7091968655586243,0.09606442600488663,0.7487002611160278,178.1231001894957,66.84376054820156,166.50483361830933,170.2929105575004
